"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1445,18 Jul 2024 16:58:05.763,18 Jul 2024 17:27:07.090,1741.327
1446,18 Jul 2024 19:00:41.926,18 Jul 2024 19:24:23.823,1421.897
1447,18 Jul 2024 21:07:19.558,18 Jul 2024 21:17:15.640,596.082
1448,19 Jul 2024 09:30:06.348,19 Jul 2024 09:44:32.322,865.974
1449,19 Jul 2024 11:23:50.009,19 Jul 2024 11:50:22.687,1592.678
1450,19 Jul 2024 13:21:41.718,19 Jul 2024 13:52:16.761,1835.043
1451,19 Jul 2024 15:21:36.779,19 Jul 2024 15:52:34.377,1857.598
1452,19 Jul 2024 17:23:01.608,19 Jul 2024 17:51:19.024,1697.416
1453,19 Jul 2024 19:26:16.673,19 Jul 2024 19:47:45.001,1288.328
1454,20 Jul 2024 09:51:52.927,20 Jul 2024 10:11:38.989,1186.062
1455,20 Jul 2024 11:47:31.197,20 Jul 2024 12:15:34.426,1683.229
1456,20 Jul 2024 13:46:02.159,20 Jul 2024 14:17:02.164,1860.004
1457,20 Jul 2024 15:46:18.372,20 Jul 2024 16:17:01.390,1843.017
1458,20 Jul 2024 17:48:03.213,20 Jul 2024 18:15:14.572,1631.359
1459,20 Jul 2024 19:52:25.777,20 Jul 2024 20:10:25.558,1079.781
1460,21 Jul 2024 10:14:41.740,21 Jul 2024 10:37:36.029,1374.290
1461,21 Jul 2024 12:11:27.830,21 Jul 2024 12:40:31.555,1743.724
1462,21 Jul 2024 14:10:28.925,21 Jul 2024 14:41:39.635,1870.710
1463,21 Jul 2024 16:11:02.980,21 Jul 2024 16:41:16.944,1813.963
1464,21 Jul 2024 18:13:15.542,21 Jul 2024 18:38:49.053,1533.510
1465,21 Jul 2024 20:19:57.664,21 Jul 2024 20:31:42.011,704.347
1466,22 Jul 2024 08:44:19.513,22 Jul 2024 08:57:10.543,771.030
1467,22 Jul 2024 10:38:02.117,22 Jul 2024 11:02:58.692,1496.576
1468,22 Jul 2024 12:35:35.462,22 Jul 2024 13:05:18.507,1783.045
1469,22 Jul 2024 14:34:59.952,22 Jul 2024 15:06:08.576,1868.624
1470,22 Jul 2024 16:35:51.631,22 Jul 2024 17:05:18.214,1766.583
1471,22 Jul 2024 18:38:47.960,22 Jul 2024 19:01:54.894,1386.934
1472,23 Jul 2024 09:06:12.157,23 Jul 2024 09:23:57.891,1065.734
1473,23 Jul 2024 11:01:42.434,23 Jul 2024 11:28:01.180,1578.746
1474,23 Jul 2024 12:59:50.817,23 Jul 2024 13:29:57.239,1806.423
1475,23 Jul 2024 14:59:34.115,23 Jul 2024 15:30:27.276,1853.161
1476,23 Jul 2024 17:00:47.323,23 Jul 2024 17:29:01.514,1694.190
1477,23 Jul 2024 19:04:59.525,23 Jul 2024 19:24:16.492,1156.967
1478,24 Jul 2024 09:29:02.987,24 Jul 2024 09:49:41.352,1238.365
1479,24 Jul 2024 11:25:36.449,24 Jul 2024 11:52:50.685,1634.236
1480,24 Jul 2024 13:24:11.439,24 Jul 2024 13:54:27.900,1816.461
1481,24 Jul 2024 15:24:11.518,24 Jul 2024 15:54:33.238,1821.721
1482,24 Jul 2024 17:25:55.925,24 Jul 2024 17:52:21.670,1585.745
1483,24 Jul 2024 19:32:46.164,24 Jul 2024 19:45:03.478,737.314
1484,25 Jul 2024 07:58:48.888,25 Jul 2024 08:09:10.651,621.762
1485,25 Jul 2024 09:52:23.126,25 Jul 2024 10:14:53.572,1350.446
1486,25 Jul 2024 11:49:40.048,25 Jul 2024 12:17:30.811,1670.763
1487,25 Jul 2024 13:48:35.690,25 Jul 2024 14:18:49.306,1813.616
1488,25 Jul 2024 15:48:53.870,25 Jul 2024 16:18:23.275,1769.405
1489,25 Jul 2024 17:51:28.314,25 Jul 2024 18:15:09.982,1421.668
1490,26 Jul 2024 08:20:39.155,26 Jul 2024 08:35:46.696,907.541
1491,26 Jul 2024 10:16:01.603,26 Jul 2024 10:39:47.468,1425.865
1492,26 Jul 2024 12:13:50.224,26 Jul 2024 12:42:02.803,1692.579
1493,26 Jul 2024 14:13:02.981,26 Jul 2024 14:42:59.249,1796.268
1494,26 Jul 2024 16:13:44.971,26 Jul 2024 16:41:53.260,1688.289
1495,26 Jul 2024 18:17:47.380,26 Jul 2024 18:37:07.425,1160.045
1496,27 Jul 2024 08:43:29.142,27 Jul 2024 09:01:18.860,1069.718
1497,27 Jul 2024 10:39:52.460,27 Jul 2024 11:04:29.371,1476.911
1498,27 Jul 2024 12:38:04.854,27 Jul 2024 13:06:26.199,1701.345
1499,27 Jul 2024 14:37:34.073,27 Jul 2024 15:06:54.821,1760.748
1500,27 Jul 2024 16:38:51.899,27 Jul 2024 17:04:57.187,1565.288
1501,27 Jul 2024 18:46:10.141,27 Jul 2024 18:57:03.056,652.915
1502,28 Jul 2024 07:13:29.333,28 Jul 2024 07:20:46.597,437.264
1503,28 Jul 2024 09:06:47.634,28 Jul 2024 09:26:21.309,1173.675
1504,28 Jul 2024 11:03:51.765,28 Jul 2024 11:29:02.203,1510.438
1505,28 Jul 2024 13:02:22.786,28 Jul 2024 13:30:39.263,1696.477
1506,28 Jul 2024 15:02:11.426,28 Jul 2024 15:30:32.403,1700.977
1507,28 Jul 2024 17:04:27.989,28 Jul 2024 17:27:24.239,1376.250
1508,29 Jul 2024 07:35:06.952,29 Jul 2024 07:47:20.945,733.993
1509,29 Jul 2024 09:30:23.479,29 Jul 2024 09:51:06.453,1242.974
1510,29 Jul 2024 11:27:56.759,29 Jul 2024 11:53:26.597,1529.838
1511,29 Jul 2024 13:26:44.011,29 Jul 2024 13:54:39.330,1675.318
1512,29 Jul 2024 15:26:59.907,29 Jul 2024 15:53:47.192,1607.285
1513,29 Jul 2024 17:31:03.775,29 Jul 2024 17:48:48.090,1064.315
1514,30 Jul 2024 07:57:53.506,30 Jul 2024 08:12:43.552,890.046
1515,30 Jul 2024 09:54:10.724,30 Jul 2024 10:15:40.063,1289.339
1516,30 Jul 2024 11:52:05.702,30 Jul 2024 12:17:41.541,1535.839
1517,30 Jul 2024 13:51:10.036,30 Jul 2024 14:18:23.039,1633.003
1518,30 Jul 2024 15:52:08.443,30 Jul 2024 16:16:31.660,1463.218
1519,30 Jul 2024 18:01:22.871,30 Jul 2024 18:06:31.730,308.859
1520,31 Jul 2024 06:28:23.919,31 Jul 2024 06:31:59.599,215.680
1521,31 Jul 2024 08:21:09.155,31 Jul 2024 08:37:36.384,987.230
1522,31 Jul 2024 10:18:05.576,31 Jul 2024 10:40:04.495,1318.919
1523,31 Jul 2024 12:16:17.970,31 Jul 2024 12:41:44.796,1526.827
1524,31 Jul 2024 14:15:44.290,31 Jul 2024 14:41:46.163,1561.872
1525,31 Jul 2024 16:17:54.896,31 Jul 2024 16:38:30.781,1235.885
1526,1 Aug 2024 06:49:26.864,1 Aug 2024 06:58:53.734,566.870
1527,1 Aug 2024 08:44:41.723,1 Aug 2024 09:02:12.202,1050.478
1528,1 Aug 2024 10:42:05.523,1 Aug 2024 11:04:19.847,1334.324
1529,1 Aug 2024 12:40:34.255,1 Aug 2024 13:05:33.213,1498.959
1530,1 Aug 2024 14:40:33.192,1 Aug 2024 15:04:42.676,1449.484
1531,1 Aug 2024 16:45:09.343,1 Aug 2024 16:58:59.059,829.716
1532,2 Aug 2024 07:12:07.713,2 Aug 2024 07:24:08.291,720.578
1533,2 Aug 2024 09:08:25.066,2 Aug 2024 09:26:36.460,1091.394
1534,2 Aug 2024 11:06:09.293,2 Aug 2024 11:28:24.615,1335.322
1535,2 Aug 2024 13:04:56.994,2 Aug 2024 13:29:02.859,1445.865
1536,2 Aug 2024 15:05:49.038,2 Aug 2024 15:27:02.067,1273.028
1537,3 Aug 2024 07:35:19.676,3 Aug 2024 07:48:51.399,811.724
1538,3 Aug 2024 09:32:15.460,3 Aug 2024 09:50:51.064,1115.604
1539,3 Aug 2024 11:30:16.876,3 Aug 2024 11:52:16.048,1319.172
1540,3 Aug 2024 13:29:31.036,3 Aug 2024 13:52:08.428,1357.392
1541,3 Aug 2024 15:32:00.495,3 Aug 2024 15:48:18.795,978.300
1542,4 Aug 2024 06:03:25.590,4 Aug 2024 06:10:36.614,431.024
1543,4 Aug 2024 07:58:48.618,4 Aug 2024 08:13:17.146,868.529
1544,4 Aug 2024 09:56:10.747,4 Aug 2024 10:14:55.635,1124.887
1545,4 Aug 2024 11:54:29.883,4 Aug 2024 12:15:50.419,1280.536
1546,4 Aug 2024 13:54:25.653,4 Aug 2024 14:14:41.443,1215.790
1547,4 Aug 2024 16:01:58.409,4 Aug 2024 16:05:47.017,228.608
1548,5 Aug 2024 06:26:00.168,5 Aug 2024 06:35:43.294,583.127
1549,5 Aug 2024 08:22:28.037,5 Aug 2024 08:37:30.914,902.876
1550,5 Aug 2024 10:20:10.197,5 Aug 2024 10:38:48.176,1117.978
1551,5 Aug 2024 12:18:52.146,5 Aug 2024 12:39:02.803,1210.656
1552,5 Aug 2024 14:20:01.070,5 Aug 2024 14:36:23.809,982.739
1553,6 Aug 2024 06:49:08.596,6 Aug 2024 07:00:15.967,667.371
1554,6 Aug 2024 08:46:14.337,6 Aug 2024 09:01:34.201,919.864
1555,6 Aug 2024 10:44:14.702,6 Aug 2024 11:02:25.333,1090.631
1556,6 Aug 2024 12:43:31.140,6 Aug 2024 13:01:45.663,1094.523
1557,6 Aug 2024 14:47:31.947,6 Aug 2024 14:56:04.326,512.379
1558,7 Aug 2024 05:16:40.614,7 Aug 2024 05:22:44.372,363.758
1559,7 Aug 2024 07:12:34.244,7 Aug 2024 07:24:30.706,716.463
1560,7 Aug 2024 09:10:05.802,7 Aug 2024 09:25:26.173,920.371
1561,7 Aug 2024 11:08:27.251,7 Aug 2024 11:25:42.400,1035.150
1562,7 Aug 2024 13:08:43.045,7 Aug 2024 13:23:44.029,900.984
1563,8 Aug 2024 05:39:14.463,8 Aug 2024 05:47:37.712,503.249
1564,8 Aug 2024 07:36:10.313,8 Aug 2024 07:48:32.787,742.475
1565,8 Aug 2024 09:34:02.542,8 Aug 2024 09:49:04.200,901.659
1566,8 Aug 2024 11:32:54.276,8 Aug 2024 11:48:32.285,938.009
1567,8 Aug 2024 13:35:21.962,8 Aug 2024 13:44:06.243,524.280
1568,9 Aug 2024 04:07:33.187,9 Aug 2024 04:09:30.776,117.589
1569,9 Aug 2024 06:02:21.660,9 Aug 2024 06:11:57.643,575.983
1570,9 Aug 2024 07:59:53.469,9 Aug 2024 08:12:23.288,749.820
1571,9 Aug 2024 09:58:06.809,9 Aug 2024 10:12:23.907,857.097
1572,9 Aug 2024 11:57:50.056,9 Aug 2024 12:10:41.094,771.038
1573,10 Aug 2024 04:28:48.964,10 Aug 2024 04:35:28.109,399.145
1574,10 Aug 2024 06:25:45.488,10 Aug 2024 06:35:59.860,614.372
1575,10 Aug 2024 08:23:42.745,10 Aug 2024 08:36:00.727,737.982
1576,10 Aug 2024 10:22:24.338,10 Aug 2024 10:35:18.362,774.024
1577,10 Aug 2024 12:24:04.228,10 Aug 2024 12:31:20.816,436.587
1578,11 Aug 2024 04:51:32.980,11 Aug 2024 04:59:57.744,504.764
1579,11 Aug 2024 06:49:19.543,11 Aug 2024 06:59:48.920,629.377
1580,11 Aug 2024 08:47:39.583,11 Aug 2024 08:59:21.398,701.816
1581,11 Aug 2024 10:47:08.840,11 Aug 2024 10:57:33.640,624.800
1582,12 Aug 2024 03:17:29.252,12 Aug 2024 03:23:55.742,386.490
1583,12 Aug 2024 05:14:42.911,12 Aug 2024 05:24:01.445,558.535
1584,12 Aug 2024 07:13:01.198,12 Aug 2024 07:23:25.137,623.939
1585,12 Aug 2024 09:11:49.057,12 Aug 2024 09:22:18.583,629.527
1586,12 Aug 2024 11:13:16.592,12 Aug 2024 11:18:14.332,297.740
1587,13 Aug 2024 03:39:52.051,13 Aug 2024 03:48:32.920,520.869
1588,13 Aug 2024 05:38:07.063,13 Aug 2024 05:47:49.426,582.363
1589,13 Aug 2024 07:36:50.707,13 Aug 2024 07:46:45.945,595.237
1590,13 Aug 2024 09:36:24.920,13 Aug 2024 09:44:37.827,492.907
1591,14 Aug 2024 02:05:08.671,14 Aug 2024 02:12:53.654,464.984
1592,14 Aug 2024 04:02:48.664,14 Aug 2024 04:12:37.263,588.599
1593,14 Aug 2024 06:01:40.646,14 Aug 2024 06:11:24.421,583.775
1594,14 Aug 2024 08:00:52.101,14 Aug 2024 08:09:45.424,533.323
1595,14 Aug 2024 10:02:49.204,14 Aug 2024 10:04:57.391,128.187
1596,15 Aug 2024 00:32:06.262,15 Aug 2024 00:35:22.208,195.946
1597,15 Aug 2024 02:27:16.801,15 Aug 2024 02:37:31.581,614.779
1598,15 Aug 2024 04:26:02.904,15 Aug 2024 04:36:23.879,620.975
1599,15 Aug 2024 06:25:22.263,15 Aug 2024 06:34:45.497,563.235
1600,15 Aug 2024 08:25:18.045,15 Aug 2024 08:32:09.753,411.707
1601,16 Aug 2024 00:52:02.341,16 Aug 2024 01:01:56.740,594.399
1602,16 Aug 2024 02:50:01.425,16 Aug 2024 03:01:34.867,693.442
1603,16 Aug 2024 04:49:28.194,16 Aug 2024 04:59:57.550,629.356
1604,16 Aug 2024 06:49:14.013,16 Aug 2024 06:57:48.487,514.474
1605,16 Aug 2024 23:18:32.927,16 Aug 2024 23:24:20.609,347.682
1606,17 Aug 2024 01:13:57.118,17 Aug 2024 01:26:33.983,756.866
1607,17 Aug 2024 03:13:05.830,17 Aug 2024 03:25:19.625,733.794
1608,17 Aug 2024 05:13:01.561,17 Aug 2024 05:23:19.002,617.440
1609,17 Aug 2024 07:13:24.383,17 Aug 2024 07:20:23.406,419.023
1610,17 Aug 2024 23:38:27.513,17 Aug 2024 23:50:43.588,736.075
1611,18 Aug 2024 01:36:29.258,18 Aug 2024 01:50:36.286,847.028
1612,18 Aug 2024 03:36:22.715,18 Aug 2024 03:48:51.671,748.956
1613,18 Aug 2024 05:36:42.857,18 Aug 2024 05:46:26.141,583.284
1614,18 Aug 2024 07:38:32.716,18 Aug 2024 07:41:50.287,197.571
1615,18 Aug 2024 22:05:17.371,18 Aug 2024 22:12:16.202,418.830
1616,19 Aug 2024 00:00:05.988,19 Aug 2024 00:15:23.415,917.427
1617,19 Aug 2024 01:59:22.939,19 Aug 2024 02:14:19.461,896.522
1618,19 Aug 2024 03:59:48.061,19 Aug 2024 04:12:12.924,744.863
1619,19 Aug 2024 06:00:35.718,19 Aug 2024 06:09:13.508,517.790
1620,19 Aug 2024 22:24:41.370,19 Aug 2024 22:38:58.856,857.486
1621,20 Aug 2024 00:22:23.684,20 Aug 2024 00:39:26.506,1022.822
1622,20 Aug 2024 02:22:30.688,20 Aug 2024 02:37:49.922,919.234
1623,20 Aug 2024 04:23:20.079,20 Aug 2024 04:35:22.836,722.758
1624,20 Aug 2024 06:24:52.492,20 Aug 2024 06:31:27.721,395.229
1625,20 Aug 2024 20:52:55.110,20 Aug 2024 20:58:37.630,342.520
1626,20 Aug 2024 22:45:58.841,20 Aug 2024 23:03:47.160,1068.319
1627,21 Aug 2024 00:45:04.910,21 Aug 2024 01:03:09.176,1084.266
1628,21 Aug 2024 02:45:47.941,21 Aug 2024 03:01:10.404,922.463
1629,21 Aug 2024 04:46:59.337,21 Aug 2024 04:58:18.695,679.358
1630,21 Aug 2024 21:11:04.434,21 Aug 2024 21:26:27.646,923.211
1631,21 Aug 2024 23:07:59.514,21 Aug 2024 23:27:54.000,1194.486
1632,22 Aug 2024 01:08:02.053,22 Aug 2024 01:26:38.587,1116.534
1633,22 Aug 2024 03:09:11.854,22 Aug 2024 03:24:21.376,909.523
1634,22 Aug 2024 05:10:49.943,22 Aug 2024 05:20:54.869,604.926
1635,22 Aug 2024 21:31:53.961,22 Aug 2024 21:51:33.690,1179.729
1636,22 Aug 2024 23:30:26.212,22 Aug 2024 23:51:37.926,1271.714
1637,23 Aug 2024 01:31:10.227,23 Aug 2024 01:49:58.162,1127.935
1638,23 Aug 2024 03:32:41.272,23 Aug 2024 03:47:21.610,880.338
1639,23 Aug 2024 05:35:03.953,23 Aug 2024 05:42:58.685,474.732
1640,23 Aug 2024 19:58:02.667,23 Aug 2024 20:12:49.358,886.691
1641,23 Aug 2024 21:53:34.460,23 Aug 2024 22:15:48.721,1334.262
1642,23 Aug 2024 23:53:10.860,24 Aug 2024 00:15:07.259,1316.399
1643,24 Aug 2024 01:54:25.994,24 Aug 2024 02:13:09.177,1123.183
1644,24 Aug 2024 03:56:17.097,24 Aug 2024 04:10:08.175,831.078
1645,24 Aug 2024 06:00:45.388,24 Aug 2024 06:03:26.587,161.200
1646,24 Aug 2024 20:18:10.827,24 Aug 2024 20:38:30.185,1219.358
1647,24 Aug 2024 22:15:44.512,24 Aug 2024 22:39:36.438,1431.927
1648,25 Aug 2024 00:16:08.323,25 Aug 2024 00:38:26.284,1337.961
1649,25 Aug 2024 02:17:47.150,25 Aug 2024 02:36:11.311,1104.161
1650,25 Aug 2024 04:20:03.347,25 Aug 2024 04:32:35.828,752.481
1651,25 Aug 2024 18:46:22.506,25 Aug 2024 18:57:19.217,656.711
1652,25 Aug 2024 20:39:26.486,25 Aug 2024 21:03:00.476,1413.990
1653,25 Aug 2024 22:38:14.788,25 Aug 2024 23:03:07.223,1492.435
1654,26 Aug 2024 00:39:14.822,26 Aug 2024 01:01:37.023,1342.202
1655,26 Aug 2024 02:41:12.938,26 Aug 2024 02:59:02.931,1069.993
1656,26 Aug 2024 04:44:10.236,26 Aug 2024 04:54:34.224,623.989
1657,26 Aug 2024 19:05:09.805,26 Aug 2024 19:24:19.399,1149.595
1658,26 Aug 2024 21:01:17.461,26 Aug 2024 21:26:55.842,1538.381
1659,26 Aug 2024 23:00:59.757,26 Aug 2024 23:26:26.521,1526.764
1660,27 Aug 2024 01:02:27.540,27 Aug 2024 01:24:39.880,1332.340
1661,27 Aug 2024 03:04:44.504,27 Aug 2024 03:21:41.046,1016.542
1662,27 Aug 2024 05:09:11.542,27 Aug 2024 05:15:30.592,379.050
1663,27 Aug 2024 19:25:51.399,27 Aug 2024 19:49:17.750,1406.351
1664,27 Aug 2024 21:23:31.644,27 Aug 2024 21:50:30.358,1618.714
1665,27 Aug 2024 23:23:55.382,27 Aug 2024 23:49:37.195,1541.813
1666,28 Aug 2024 01:25:44.705,28 Aug 2024 01:47:34.023,1309.317
1667,28 Aug 2024 03:28:25.774,28 Aug 2024 03:44:00.877,935.103
1668,28 Aug 2024 17:53:21.327,28 Aug 2024 18:08:29.476,908.150
1669,28 Aug 2024 19:47:19.517,28 Aug 2024 20:13:26.962,1567.445
1670,28 Aug 2024 21:46:02.548,28 Aug 2024 22:13:51.274,1668.727
1671,28 Aug 2024 23:46:58.517,29 Aug 2024 00:12:40.383,1541.867
1672,29 Aug 2024 01:49:05.910,29 Aug 2024 02:10:17.544,1271.634
1673,29 Aug 2024 03:52:25.624,29 Aug 2024 04:05:53.831,808.206
1674,29 Aug 2024 18:13:03.821,29 Aug 2024 18:34:25.643,1281.822
1675,29 Aug 2024 20:09:15.590,29 Aug 2024 20:37:08.720,1673.129
1676,29 Aug 2024 22:08:45.803,29 Aug 2024 22:37:02.559,1696.757
1677,30 Aug 2024 00:10:06.791,30 Aug 2024 00:35:35.903,1529.112
1678,30 Aug 2024 02:12:32.564,30 Aug 2024 02:32:47.432,1214.869
1679,30 Aug 2024 04:17:07.010,30 Aug 2024 04:26:58.550,591.540
1680,30 Aug 2024 18:34:01.214,30 Aug 2024 18:58:59.883,1498.669
1681,30 Aug 2024 20:31:31.030,30 Aug 2024 21:00:33.307,1742.276
1682,30 Aug 2024 22:31:37.999,30 Aug 2024 23:00:06.185,1708.185
1683,31 Aug 2024 00:33:18.803,31 Aug 2024 00:58:22.520,1503.717
1684,31 Aug 2024 02:36:08.622,31 Aug 2024 02:54:59.201,1130.578
1685,31 Aug 2024 17:01:27.189,31 Aug 2024 17:17:57.579,990.390
1686,31 Aug 2024 18:55:35.714,31 Aug 2024 19:22:54.578,1638.864
1687,31 Aug 2024 20:54:00.670,31 Aug 2024 21:23:46.353,1785.683
1688,31 Aug 2024 22:54:36.418,31 Aug 2024 23:23:02.620,1706.202
1689,1 Sep 2024 00:56:34.507,1 Sep 2024 01:20:58.086,1463.579
1690,1 Sep 2024 03:00:02.321,1 Sep 2024 03:16:45.304,1002.982
1691,1 Sep 2024 17:21:32.240,1 Sep 2024 17:43:22.550,1310.310
1692,1 Sep 2024 19:17:33.825,1 Sep 2024 19:46:26.032,1732.207
1693,1 Sep 2024 21:16:40.766,1 Sep 2024 21:46:50.879,1810.112
1694,1 Sep 2024 23:17:39.055,1 Sep 2024 23:45:51.211,1692.156
1695,2 Sep 2024 01:19:55.588,2 Sep 2024 01:43:19.540,1403.951
1696,2 Sep 2024 03:24:32.197,2 Sep 2024 03:37:49.284,797.087
1697,2 Sep 2024 15:53:39.695,2 Sep 2024 15:57:12.830,213.135
1698,2 Sep 2024 17:42:37.497,2 Sep 2024 18:07:40.617,1503.120
1699,2 Sep 2024 19:39:48.608,2 Sep 2024 20:09:42.594,1793.985
1700,2 Sep 2024 21:39:28.311,2 Sep 2024 22:09:48.167,1819.856
1701,2 Sep 2024 23:40:44.903,3 Sep 2024 00:08:30.369,1665.466
1702,3 Sep 2024 01:43:26.164,3 Sep 2024 02:05:22.516,1316.352
1703,3 Sep 2024 03:50:52.697,3 Sep 2024 03:57:00.324,367.627
1704,3 Sep 2024 16:10:13.472,3 Sep 2024 16:26:12.163,958.691
1705,3 Sep 2024 18:04:14.726,3 Sep 2024 18:31:24.248,1629.522
1706,3 Sep 2024 20:02:15.580,3 Sep 2024 20:32:48.883,1833.303
1707,3 Sep 2024 22:02:20.945,3 Sep 2024 22:32:38.178,1817.233
1708,4 Sep 2024 00:03:54.267,4 Sep 2024 00:30:57.731,1623.464
1709,4 Sep 2024 02:07:14.314,4 Sep 2024 02:26:59.990,1185.676
1710,4 Sep 2024 16:30:27.481,4 Sep 2024 16:51:18.768,1251.287
1711,4 Sep 2024 18:26:12.710,4 Sep 2024 18:54:47.201,1714.491
1712,4 Sep 2024 20:24:51.399,4 Sep 2024 20:55:47.233,1855.835
1713,4 Sep 2024 22:25:17.032,4 Sep 2024 22:55:19.823,1802.790
1714,5 Sep 2024 00:27:09.174,5 Sep 2024 00:53:10.133,1560.958
1715,5 Sep 2024 02:31:36.846,5 Sep 2024 02:47:57.605,980.759
1716,5 Sep 2024 16:51:35.628,5 Sep 2024 17:15:24.819,1429.191
1717,5 Sep 2024 18:48:25.326,5 Sep 2024 19:17:56.677,1771.351
1718,5 Sep 2024 20:47:33.359,5 Sep 2024 21:18:38.393,1865.034
1719,5 Sep 2024 22:48:15.944,5 Sep 2024 23:17:51.183,1775.239
1720,6 Sep 2024 00:50:34.020,6 Sep 2024 01:15:03.200,1469.180
1721,6 Sep 2024 02:57:25.211,6 Sep 2024 03:07:28.041,602.830
1722,6 Sep 2024 15:19:28.558,6 Sep 2024 15:33:28.475,839.918
1723,6 Sep 2024 17:13:12.875,6 Sep 2024 17:38:59.211,1546.336
1724,6 Sep 2024 19:10:48.500,6 Sep 2024 19:40:56.610,1808.109
1725,6 Sep 2024 21:10:19.426,6 Sep 2024 21:41:21.836,1862.410
1726,6 Sep 2024 23:11:18.389,6 Sep 2024 23:40:09.706,1731.317
1727,7 Sep 2024 01:14:17.054,7 Sep 2024 01:36:30.011,1332.957
1728,7 Sep 2024 15:39:42.139,7 Sep 2024 15:58:24.508,1122.369
1729,7 Sep 2024 17:35:08.956,7 Sep 2024 18:02:14.424,1625.468
1730,7 Sep 2024 19:33:19.133,7 Sep 2024 20:03:48.810,1829.677
1731,7 Sep 2024 21:33:08.336,7 Sep 2024 22:03:56.096,1847.760
1732,7 Sep 2024 23:34:26.772,8 Sep 2024 00:02:12.073,1665.301
1733,8 Sep 2024 01:38:34.842,8 Sep 2024 01:57:16.753,1121.911
1734,8 Sep 2024 16:00:49.208,8 Sep 2024 16:22:20.968,1291.761
1735,8 Sep 2024 17:57:18.132,8 Sep 2024 18:25:17.000,1678.868
1736,8 Sep 2024 19:55:54.801,8 Sep 2024 20:26:33.525,1838.724
1737,8 Sep 2024 21:55:59.876,8 Sep 2024 22:26:18.976,1819.100
1738,8 Sep 2024 23:57:45.891,9 Sep 2024 00:23:53.750,1567.860
1739,9 Sep 2024 02:04:13.412,9 Sep 2024 02:16:41.900,748.488
1740,9 Sep 2024 14:29:05.503,9 Sep 2024 14:39:59.542,654.040
1741,9 Sep 2024 16:22:24.151,9 Sep 2024 16:45:46.895,1402.744
1742,9 Sep 2024 18:19:36.516,9 Sep 2024 18:48:10.349,1713.833
1743,9 Sep 2024 20:18:33.765,9 Sep 2024 20:49:09.834,1836.069
1744,9 Sep 2024 22:18:55.168,9 Sep 2024 22:48:27.686,1772.519
1745,10 Sep 2024 00:21:24.509,10 Sep 2024 00:45:07.527,1423.018
1746,10 Sep 2024 14:49:08.509,10 Sep 2024 15:04:52.967,944.458
1747,10 Sep 2024 16:44:16.741,10 Sep 2024 17:08:54.381,1477.639
1748,10 Sep 2024 18:42:01.208,10 Sep 2024 19:10:55.843,1734.635
1749,10 Sep 2024 20:41:15.160,10 Sep 2024 21:11:35.905,1820.745
1750,10 Sep 2024 22:41:57.069,10 Sep 2024 23:10:18.684,1701.616
1751,11 Sep 2024 00:45:40.111,11 Sep 2024 01:05:38.877,1198.766
1752,11 Sep 2024 15:10:10.652,11 Sep 2024 15:28:41.598,1110.946
1753,11 Sep 2024 17:06:21.293,11 Sep 2024 17:31:49.568,1528.276
1754,11 Sep 2024 19:04:30.023,11 Sep 2024 19:33:33.320,1743.297
1755,11 Sep 2024 21:03:59.183,11 Sep 2024 21:33:49.253,1790.070
1756,11 Sep 2024 23:05:10.941,11 Sep 2024 23:31:47.093,1596.152
1757,12 Sep 2024 01:11:21.200,12 Sep 2024 01:24:44.032,802.832
1758,12 Sep 2024 13:39:05.174,12 Sep 2024 13:45:51.083,405.909
1759,12 Sep 2024 15:31:41.070,12 Sep 2024 15:51:59.236,1218.166
1760,12 Sep 2024 17:28:33.998,12 Sep 2024 17:54:35.514,1561.516
1761,12 Sep 2024 19:27:01.541,12 Sep 2024 19:56:01.476,1739.935
1762,12 Sep 2024 21:26:47.453,12 Sep 2024 21:55:46.815,1739.362
1763,12 Sep 2024 23:28:46.523,12 Sep 2024 23:52:44.888,1438.365
1764,13 Sep 2024 13:58:38.730,13 Sep 2024 14:10:58.337,739.607
1765,13 Sep 2024 15:53:28.643,13 Sep 2024 16:14:58.435,1289.791
1766,13 Sep 2024 17:50:52.080,13 Sep 2024 18:17:13.215,1581.136
1767,13 Sep 2024 19:49:35.290,13 Sep 2024 20:18:18.127,1722.837
1768,13 Sep 2024 21:49:43.369,13 Sep 2024 22:17:24.701,1661.332
1769,13 Sep 2024 23:53:03.744,14 Sep 2024 00:12:55.241,1191.498
1770,14 Sep 2024 14:19:31.433,14 Sep 2024 14:34:41.297,909.864
1771,14 Sep 2024 16:15:27.436,14 Sep 2024 16:37:45.235,1337.800
1772,14 Sep 2024 18:13:13.584,14 Sep 2024 18:39:42.140,1588.555
1773,14 Sep 2024 20:12:11.939,14 Sep 2024 20:40:20.487,1688.548
1774,14 Sep 2024 22:12:53.150,14 Sep 2024 22:38:37.363,1544.213
1775,15 Sep 2024 00:19:03.550,15 Sep 2024 00:31:22.099,738.549
1776,15 Sep 2024 14:40:55.007,15 Sep 2024 14:57:50.634,1015.627
1777,15 Sep 2024 16:37:33.608,15 Sep 2024 17:00:22.465,1368.857
1778,15 Sep 2024 18:35:37.439,15 Sep 2024 19:02:00.646,1583.207
1779,15 Sep 2024 20:34:53.657,15 Sep 2024 21:02:05.145,1631.488
