"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
9,3 Nov 2023 09:26:07.853,3 Nov 2023 09:42:47.222,999.369
10,3 Nov 2023 11:26:27.434,3 Nov 2023 11:45:21.701,1134.267
11,3 Nov 2023 13:29:07.647,3 Nov 2023 13:45:51.993,1004.346
12,3 Nov 2023 15:32:17.923,3 Nov 2023 15:45:48.139,810.216
13,3 Nov 2023 17:35:11.408,3 Nov 2023 17:45:14.530,603.122
14,4 Nov 2023 08:14:11.852,4 Nov 2023 08:27:59.125,827.274
15,4 Nov 2023 10:12:28.689,4 Nov 2023 10:32:48.425,1219.736
16,4 Nov 2023 12:14:35.746,4 Nov 2023 12:33:53.676,1157.930
17,4 Nov 2023 14:17:58.192,4 Nov 2023 14:33:57.372,959.180
18,4 Nov 2023 16:21:16.317,4 Nov 2023 16:33:33.210,736.894
19,4 Nov 2023 18:24:55.511,4 Nov 2023 18:31:43.768,408.257
20,5 Nov 2023 08:58:51.563,5 Nov 2023 09:19:26.877,1235.314
21,5 Nov 2023 10:59:55.357,5 Nov 2023 11:21:33.660,1298.303
22,5 Nov 2023 13:03:07.652,5 Nov 2023 13:21:56.546,1128.893
23,5 Nov 2023 15:06:49.179,5 Nov 2023 15:21:41.614,892.435
24,5 Nov 2023 17:10:20.271,5 Nov 2023 17:20:37.609,617.338
25,6 Nov 2023 07:46:02.970,6 Nov 2023 08:04:47.006,1124.036
26,6 Nov 2023 09:45:22.662,6 Nov 2023 10:08:41.232,1398.569
27,6 Nov 2023 11:47:57.858,6 Nov 2023 12:09:38.799,1300.942
28,6 Nov 2023 13:51:48.153,6 Nov 2023 14:09:37.931,1069.778
29,6 Nov 2023 15:55:37.140,6 Nov 2023 16:08:57.960,800.820
30,6 Nov 2023 18:00:14.246,6 Nov 2023 18:06:15.055,360.809
31,7 Nov 2023 06:35:15.994,7 Nov 2023 06:47:24.626,728.633
32,7 Nov 2023 08:31:15.038,7 Nov 2023 08:55:01.718,1426.679
33,7 Nov 2023 10:32:44.515,7 Nov 2023 10:56:56.411,1451.896
34,7 Nov 2023 12:36:19.477,7 Nov 2023 12:57:18.285,1258.809
35,7 Nov 2023 14:40:27.071,7 Nov 2023 14:56:57.118,990.047
36,7 Nov 2023 16:44:33.240,7 Nov 2023 16:55:29.201,655.961
37,8 Nov 2023 07:17:53.915,8 Nov 2023 07:40:10.720,1336.806
38,8 Nov 2023 09:17:44.549,8 Nov 2023 09:43:39.928,1555.379
39,8 Nov 2023 11:20:36.393,8 Nov 2023 11:44:37.490,1441.097
40,8 Nov 2023 13:24:46.953,8 Nov 2023 13:44:36.781,1189.828
41,8 Nov 2023 15:29:02.898,8 Nov 2023 15:43:45.925,883.027
42,8 Nov 2023 17:34:33.905,8 Nov 2023 17:40:19.201,345.296
43,9 Nov 2023 06:06:03.578,9 Nov 2023 06:23:12.689,1029.111
44,9 Nov 2023 08:03:14.146,9 Nov 2023 08:29:36.317,1582.171
45,9 Nov 2023 10:04:55.959,9 Nov 2023 10:31:29.069,1593.111
46,9 Nov 2023 12:08:44.071,9 Nov 2023 12:31:55.092,1391.021
47,9 Nov 2023 14:13:11.603,9 Nov 2023 14:31:31.769,1100.166
48,9 Nov 2023 16:17:49.319,9 Nov 2023 16:29:46.226,716.907
49,10 Nov 2023 06:49:30.809,10 Nov 2023 07:14:24.501,1493.692
50,10 Nov 2023 08:49:35.018,10 Nov 2023 09:17:44.595,1689.576
51,10 Nov 2023 10:52:33.161,10 Nov 2023 11:18:48.209,1575.048
52,10 Nov 2023 12:56:55.668,10 Nov 2023 13:18:51.636,1315.968
53,10 Nov 2023 15:01:33.676,10 Nov 2023 15:17:54.174,980.498
54,10 Nov 2023 17:07:49.744,10 Nov 2023 17:13:57.024,367.280
55,11 Nov 2023 05:37:06.468,11 Nov 2023 05:57:20.806,1214.338
56,11 Nov 2023 07:34:48.005,11 Nov 2023 08:03:12.316,1704.312
57,11 Nov 2023 09:36:31.768,11 Nov 2023 10:05:10.644,1718.876
58,11 Nov 2023 11:40:23.605,11 Nov 2023 12:05:45.210,1521.604
59,11 Nov 2023 13:45:03.927,11 Nov 2023 14:05:23.265,1219.338
60,11 Nov 2023 15:50:08.773,11 Nov 2023 16:03:25.654,796.880
61,12 Nov 2023 04:29:19.258,12 Nov 2023 04:34:45.195,325.937
62,12 Nov 2023 06:20:49.035,12 Nov 2023 06:47:33.546,1604.512
63,12 Nov 2023 08:20:55.647,12 Nov 2023 08:50:54.926,1799.279
64,12 Nov 2023 10:23:50.982,12 Nov 2023 10:52:09.649,1698.667
65,12 Nov 2023 12:28:16.653,12 Nov 2023 12:52:20.746,1444.093
66,12 Nov 2023 14:33:10.689,12 Nov 2023 14:51:20.414,1089.725
67,12 Nov 2023 16:40:02.290,12 Nov 2023 16:47:05.368,423.077
68,13 Nov 2023 05:08:02.862,13 Nov 2023 05:30:11.497,1328.635
69,13 Nov 2023 07:05:56.968,13 Nov 2023 07:35:50.455,1793.488
70,13 Nov 2023 09:07:34.658,13 Nov 2023 09:38:00.332,1825.675
71,13 Nov 2023 11:11:21.360,13 Nov 2023 11:38:47.318,1645.959
72,13 Nov 2023 13:16:06.505,13 Nov 2023 13:38:29.937,1343.432
73,13 Nov 2023 15:21:33.090,13 Nov 2023 15:36:24.973,891.883
74,14 Nov 2023 03:58:24.097,14 Nov 2023 04:08:51.217,627.120
75,14 Nov 2023 05:51:46.867,14 Nov 2023 06:19:40.606,1673.739
76,14 Nov 2023 07:51:48.413,14 Nov 2023 08:23:10.685,1882.271
77,14 Nov 2023 09:54:33.318,14 Nov 2023 10:24:40.883,1807.565
78,14 Nov 2023 11:58:53.522,14 Nov 2023 12:25:02.863,1569.341
79,14 Nov 2023 14:03:56.484,14 Nov 2023 14:24:03.012,1206.528
80,14 Nov 2023 16:11:15.712,14 Nov 2023 16:19:38.990,503.278
81,15 Nov 2023 04:38:45.398,15 Nov 2023 05:01:53.494,1388.095
82,15 Nov 2023 06:36:41.893,15 Nov 2023 07:07:31.361,1849.468
83,15 Nov 2023 08:38:07.594,15 Nov 2023 09:09:57.599,1910.005
84,15 Nov 2023 10:41:41.410,15 Nov 2023 11:11:00.497,1759.087
85,15 Nov 2023 12:46:23.125,15 Nov 2023 13:10:50.654,1467.529
86,15 Nov 2023 14:52:04.993,15 Nov 2023 15:08:42.307,997.313
87,16 Nov 2023 03:28:20.247,16 Nov 2023 03:40:43.441,743.194
88,16 Nov 2023 05:22:23.686,16 Nov 2023 05:50:47.817,1704.131
89,16 Nov 2023 07:22:15.344,16 Nov 2023 07:54:31.906,1936.562
90,16 Nov 2023 09:24:43.937,16 Nov 2023 09:56:21.322,1897.385
91,16 Nov 2023 11:28:50.794,16 Nov 2023 11:56:57.171,1686.377
92,16 Nov 2023 13:33:54.897,16 Nov 2023 13:56:00.866,1325.968
93,16 Nov 2023 15:41:35.000,16 Nov 2023 15:51:33.515,598.515
94,17 Nov 2023 04:09:10.776,17 Nov 2023 04:32:32.279,1401.503
95,17 Nov 2023 06:07:03.716,17 Nov 2023 06:38:15.949,1872.233
96,17 Nov 2023 08:08:13.439,17 Nov 2023 08:41:02.259,1968.820
97,17 Nov 2023 10:11:28.173,17 Nov 2023 10:42:24.194,1856.021
98,17 Nov 2023 12:15:58.581,17 Nov 2023 12:42:24.676,1586.095
99,17 Nov 2023 14:21:48.394,17 Nov 2023 14:40:16.362,1107.968
100,18 Nov 2023 02:58:19.081,18 Nov 2023 03:11:13.990,774.909
101,18 Nov 2023 04:52:39.310,18 Nov 2023 05:20:57.497,1698.187
102,18 Nov 2023 06:52:18.222,18 Nov 2023 07:24:59.008,1960.786
103,18 Nov 2023 08:54:26.419,18 Nov 2023 09:27:10.673,1964.254
104,18 Nov 2023 10:58:13.424,18 Nov 2023 11:28:03.152,1789.728
105,18 Nov 2023 13:03:10.856,18 Nov 2023 13:27:13.243,1442.387
106,18 Nov 2023 15:11:05.195,18 Nov 2023 15:22:46.132,700.937
107,19 Nov 2023 03:39:17.263,19 Nov 2023 04:02:12.597,1375.335
108,19 Nov 2023 05:37:03.235,19 Nov 2023 06:08:05.574,1862.339
109,19 Nov 2023 07:37:54.657,19 Nov 2023 08:11:14.460,1999.804
110,19 Nov 2023 09:40:45.907,19 Nov 2023 10:12:58.066,1932.160
111,19 Nov 2023 11:44:58.208,19 Nov 2023 12:13:11.503,1693.295
112,19 Nov 2023 13:50:48.238,19 Nov 2023 14:11:06.213,1217.975
113,20 Nov 2023 02:28:09.362,20 Nov 2023 02:40:38.527,749.165
114,20 Nov 2023 04:22:33.663,20 Nov 2023 04:50:12.441,1658.779
115,20 Nov 2023 06:21:58.447,20 Nov 2023 06:54:32.841,1954.394
116,20 Nov 2023 08:23:43.874,20 Nov 2023 08:57:08.897,2005.023
117,20 Nov 2023 10:27:06.229,20 Nov 2023 10:58:20.435,1874.206
118,20 Nov 2023 12:31:49.881,20 Nov 2023 12:57:39.586,1549.705
119,20 Nov 2023 14:39:51.588,20 Nov 2023 14:53:15.084,803.496
120,21 Nov 2023 03:09:03.766,21 Nov 2023 03:30:59.360,1315.594
121,21 Nov 2023 05:06:40.966,21 Nov 2023 05:37:02.190,1821.225
122,21 Nov 2023 07:07:13.148,21 Nov 2023 07:40:34.679,2001.531
123,21 Nov 2023 09:09:38.299,21 Nov 2023 09:42:41.931,1983.632
124,21 Nov 2023 11:13:27.257,21 Nov 2023 11:43:10.723,1783.466
125,21 Nov 2023 13:19:10.129,21 Nov 2023 13:41:11.091,1320.963
126,22 Nov 2023 01:57:46.835,22 Nov 2023 02:09:06.315,679.480
127,22 Nov 2023 03:52:06.524,22 Nov 2023 04:18:36.131,1589.607
128,22 Nov 2023 05:51:16.911,22 Nov 2023 06:23:14.747,1917.835
129,22 Nov 2023 07:52:38.661,22 Nov 2023 08:26:16.157,2017.496
130,22 Nov 2023 09:55:33.416,22 Nov 2023 10:27:48.700,1935.285
131,22 Nov 2023 11:59:57.530,22 Nov 2023 12:27:19.346,1641.816
132,22 Nov 2023 14:07:59.837,22 Nov 2023 14:22:59.080,899.243
133,23 Nov 2023 02:38:29.383,23 Nov 2023 02:58:57.833,1228.450
134,23 Nov 2023 04:35:57.043,23 Nov 2023 05:05:08.423,1751.379
135,23 Nov 2023 06:36:10.143,23 Nov 2023 07:09:03.732,1973.589
136,23 Nov 2023 08:38:08.168,23 Nov 2023 09:11:35.683,2007.516
137,23 Nov 2023 10:41:30.383,23 Nov 2023 11:12:21.856,1851.473
138,23 Nov 2023 12:46:59.790,23 Nov 2023 13:10:30.174,1410.384
139,24 Nov 2023 01:27:10.210,24 Nov 2023 01:36:43.836,573.625
140,24 Nov 2023 03:21:17.471,24 Nov 2023 03:46:12.730,1495.259
141,24 Nov 2023 05:20:13.986,24 Nov 2023 05:51:06.636,1852.651
142,24 Nov 2023 07:21:12.327,24 Nov 2023 07:54:32.834,2000.507
143,24 Nov 2023 09:23:38.266,24 Nov 2023 09:56:27.609,1969.343
144,24 Nov 2023 11:27:38.820,24 Nov 2023 11:56:11.816,1712.996
145,24 Nov 2023 13:35:35.790,24 Nov 2023 13:51:56.841,981.051
146,25 Nov 2023 02:07:33.173,25 Nov 2023 02:26:13.613,1120.441
147,25 Nov 2023 04:04:51.210,25 Nov 2023 04:32:27.618,1656.408
148,25 Nov 2023 06:04:46.182,25 Nov 2023 06:36:42.919,1916.737
149,25 Nov 2023 08:06:17.403,25 Nov 2023 08:39:39.322,2001.919
150,25 Nov 2023 10:09:11.270,25 Nov 2023 10:40:44.300,1893.031
151,25 Nov 2023 12:14:22.579,25 Nov 2023 12:39:02.461,1479.881
152,26 Nov 2023 00:56:21.266,26 Nov 2023 01:03:34.163,432.897
153,26 Nov 2023 02:50:05.758,26 Nov 2023 03:13:07.054,1381.296
154,26 Nov 2023 04:48:49.503,26 Nov 2023 05:18:11.128,1761.625
155,26 Nov 2023 06:49:25.640,26 Nov 2023 07:21:59.670,1954.030
156,26 Nov 2023 08:51:23.008,26 Nov 2023 09:24:16.826,1973.818
157,26 Nov 2023 10:54:57.869,26 Nov 2023 11:24:16.136,1758.268
158,26 Nov 2023 13:02:45.173,26 Nov 2023 13:20:06.856,1041.683
159,27 Nov 2023 01:36:13.992,27 Nov 2023 01:52:52.397,998.406
160,27 Nov 2023 03:33:22.821,27 Nov 2023 03:59:03.880,1541.060
161,27 Nov 2023 05:33:01.235,27 Nov 2023 06:03:34.153,1832.918
162,27 Nov 2023 07:34:07.009,27 Nov 2023 08:06:53.120,1966.111
163,27 Nov 2023 09:36:32.557,27 Nov 2023 10:08:17.417,1904.860
164,27 Nov 2023 11:41:23.081,27 Nov 2023 12:06:46.723,1523.641
165,28 Nov 2023 00:25:32.945,28 Nov 2023 00:29:28.385,235.441
166,28 Nov 2023 02:18:30.329,28 Nov 2023 02:39:24.354,1254.026
167,28 Nov 2023 04:17:02.896,28 Nov 2023 04:44:31.637,1648.740
168,28 Nov 2023 06:17:18.708,28 Nov 2023 06:48:37.976,1879.268
169,28 Nov 2023 08:18:48.928,28 Nov 2023 08:51:16.222,1947.294
170,28 Nov 2023 10:21:57.742,28 Nov 2023 10:51:31.352,1773.610
171,28 Nov 2023 12:29:33.341,28 Nov 2023 12:47:27.230,1073.890
172,29 Nov 2023 01:04:30.453,29 Nov 2023 01:18:59.654,869.201
173,29 Nov 2023 03:01:30.878,29 Nov 2023 03:25:02.002,1411.124
174,29 Nov 2023 05:00:54.799,29 Nov 2023 05:29:40.228,1725.428
175,29 Nov 2023 07:01:37.273,29 Nov 2023 07:33:17.877,1900.605
176,29 Nov 2023 09:03:35.864,29 Nov 2023 09:35:00.738,1884.874
177,29 Nov 2023 11:08:04.970,29 Nov 2023 11:33:41.623,1536.653
178,30 Nov 2023 01:46:29.838,30 Nov 2023 02:05:10.063,1120.225
179,30 Nov 2023 03:44:53.253,30 Nov 2023 04:10:12.488,1519.236
180,30 Nov 2023 05:44:51.145,30 Nov 2023 06:14:29.977,1778.832
181,30 Nov 2023 07:45:56.560,30 Nov 2023 08:17:26.179,1889.619
182,30 Nov 2023 09:48:40.545,30 Nov 2023 10:17:56.653,1756.108
183,30 Nov 2023 11:56:05.252,30 Nov 2023 12:13:55.641,1070.388
184,1 Dec 2023 00:32:20.810,1 Dec 2023 00:44:40.392,739.582
185,1 Dec 2023 02:29:14.150,1 Dec 2023 02:50:27.273,1273.122
186,1 Dec 2023 04:28:26.078,1 Dec 2023 04:55:04.977,1598.899
187,1 Dec 2023 06:28:47.976,1 Dec 2023 06:58:55.322,1807.346
188,1 Dec 2023 08:30:22.045,1 Dec 2023 09:00:54.293,1832.248
189,1 Dec 2023 10:34:31.078,1 Dec 2023 10:59:45.871,1514.793
190,2 Dec 2023 01:14:02.634,2 Dec 2023 01:30:29.472,986.838
191,2 Dec 2023 03:12:19.450,2 Dec 2023 03:35:18.762,1379.312
192,2 Dec 2023 05:12:02.277,2 Dec 2023 05:39:39.035,1656.758
193,2 Dec 2023 07:12:45.910,2 Dec 2023 07:42:48.017,1802.107
194,2 Dec 2023 09:15:07.612,2 Dec 2023 09:43:31.703,1704.090
195,2 Dec 2023 11:22:25.810,2 Dec 2023 11:39:29.182,1023.371
196,2 Dec 2023 23:59:42.779,3 Dec 2023 00:09:59.099,616.320
197,3 Dec 2023 01:56:31.178,3 Dec 2023 02:15:25.123,1133.945
198,3 Dec 2023 03:55:34.102,3 Dec 2023 04:19:53.260,1459.158
199,3 Dec 2023 05:55:38.641,3 Dec 2023 06:23:48.408,1689.767
200,3 Dec 2023 07:56:51.448,3 Dec 2023 08:25:59.018,1747.570
201,3 Dec 2023 10:00:43.658,3 Dec 2023 10:24:58.527,1454.869
202,4 Dec 2023 00:41:06.742,4 Dec 2023 00:55:27.441,860.698
203,4 Dec 2023 02:39:20.260,4 Dec 2023 02:59:56.034,1235.774
204,4 Dec 2023 04:38:51.334,4 Dec 2023 05:04:09.759,1518.424
205,4 Dec 2023 06:39:16.737,4 Dec 2023 07:07:24.311,1687.574
206,4 Dec 2023 08:41:19.839,4 Dec 2023 09:08:16.991,1617.151
207,4 Dec 2023 10:48:40.930,4 Dec 2023 11:04:03.723,922.793
208,4 Dec 2023 23:26:33.013,4 Dec 2023 23:35:00.198,507.185
209,5 Dec 2023 01:23:20.350,5 Dec 2023 01:40:00.793,1000.443
210,5 Dec 2023 03:22:17.860,5 Dec 2023 03:44:10.716,1312.856
211,5 Dec 2023 05:22:08.699,5 Dec 2023 05:48:01.473,1552.773
212,5 Dec 2023 07:23:04.203,5 Dec 2023 07:50:17.096,1632.893
213,5 Dec 2023 09:26:44.800,5 Dec 2023 09:49:19.165,1354.365
214,6 Dec 2023 00:07:39.719,6 Dec 2023 00:20:08.418,748.699
215,6 Dec 2023 02:05:54.381,6 Dec 2023 02:24:09.921,1095.539
216,6 Dec 2023 04:05:17.558,6 Dec 2023 04:28:07.811,1370.254
217,6 Dec 2023 06:05:28.780,6 Dec 2023 06:31:19.092,1550.311
218,6 Dec 2023 08:07:18.017,6 Dec 2023 08:32:14.160,1496.143
219,6 Dec 2023 10:15:00.837,6 Dec 2023 10:27:31.152,750.315
220,6 Dec 2023 22:52:46.233,6 Dec 2023 22:59:49.176,422.943
221,7 Dec 2023 00:49:39.805,7 Dec 2023 01:04:19.091,879.286
222,7 Dec 2023 02:48:36.383,7 Dec 2023 03:08:03.348,1166.965
223,7 Dec 2023 04:48:17.674,7 Dec 2023 05:11:40.118,1402.444
224,7 Dec 2023 06:49:00.491,7 Dec 2023 07:13:52.191,1491.700
225,7 Dec 2023 08:52:37.114,7 Dec 2023 09:12:47.833,1210.719
226,7 Dec 2023 23:33:38.467,7 Dec 2023 23:44:36.611,658.144
227,8 Dec 2023 01:32:00.404,8 Dec 2023 01:48:05.757,965.354
228,8 Dec 2023 03:31:20.276,8 Dec 2023 03:51:39.477,1219.201
229,8 Dec 2023 05:31:21.902,8 Dec 2023 05:54:37.798,1395.896
230,8 Dec 2023 07:33:03.229,8 Dec 2023 07:55:26.095,1342.867
231,8 Dec 2023 09:41:57.941,8 Dec 2023 09:49:22.068,444.127
232,8 Dec 2023 22:18:14.636,8 Dec 2023 22:24:33.308,378.672
233,9 Dec 2023 00:15:27.280,9 Dec 2023 00:28:24.370,777.090
234,9 Dec 2023 02:14:28.640,9 Dec 2023 02:31:37.005,1028.365
235,9 Dec 2023 04:14:05.218,9 Dec 2023 04:34:50.779,1245.561
236,9 Dec 2023 06:14:40.733,9 Dec 2023 06:36:49.308,1328.576
237,9 Dec 2023 08:18:24.965,9 Dec 2023 08:35:24.285,1019.320
238,9 Dec 2023 22:58:59.097,9 Dec 2023 23:08:56.205,597.107
239,10 Dec 2023 00:57:36.617,10 Dec 2023 01:11:48.328,851.712
240,10 Dec 2023 02:56:58.804,10 Dec 2023 03:14:51.060,1072.256
241,10 Dec 2023 04:56:56.147,10 Dec 2023 05:17:26.807,1230.661
242,10 Dec 2023 06:58:37.227,10 Dec 2023 07:17:56.576,1159.350
243,10 Dec 2023 21:42:51.182,10 Dec 2023 21:49:18.678,387.496
244,10 Dec 2023 23:40:39.911,10 Dec 2023 23:52:20.617,700.706
245,11 Dec 2023 01:39:53.347,11 Dec 2023 01:54:56.999,903.652
246,11 Dec 2023 03:39:30.999,11 Dec 2023 03:57:40.065,1089.065
247,11 Dec 2023 05:40:05.714,11 Dec 2023 05:59:14.320,1148.606
248,11 Dec 2023 07:44:18.142,11 Dec 2023 07:57:04.401,766.259
249,11 Dec 2023 22:23:37.557,11 Dec 2023 22:33:10.829,573.272
250,12 Dec 2023 00:22:40.748,12 Dec 2023 00:35:21.864,761.116
251,12 Dec 2023 02:22:12.231,12 Dec 2023 02:37:48.361,936.130
252,12 Dec 2023 04:22:11.681,12 Dec 2023 04:39:52.708,1061.028
253,12 Dec 2023 06:24:03.285,12 Dec 2023 06:39:49.160,945.874
254,12 Dec 2023 21:06:36.076,12 Dec 2023 21:14:03.865,447.789
255,12 Dec 2023 23:05:14.375,12 Dec 2023 23:16:11.276,656.901
256,13 Dec 2023 01:04:48.656,13 Dec 2023 01:18:07.941,799.285
257,13 Dec 2023 03:04:34.478,13 Dec 2023 03:20:14.082,939.604
258,13 Dec 2023 05:05:16.751,13 Dec 2023 05:21:12.991,956.240
259,13 Dec 2023 07:10:56.221,13 Dec 2023 07:17:15.490,379.270
260,13 Dec 2023 19:50:10.214,13 Dec 2023 19:54:14.472,244.257
261,13 Dec 2023 21:47:31.261,13 Dec 2023 21:57:22.056,590.795
262,13 Dec 2023 23:47:09.838,13 Dec 2023 23:58:50.000,700.161
263,14 Dec 2023 01:46:59.061,14 Dec 2023 02:00:36.360,817.299
264,14 Dec 2023 03:47:08.606,14 Dec 2023 04:02:01.498,892.892
265,14 Dec 2023 05:49:28.750,14 Dec 2023 06:01:03.750,695.001
266,14 Dec 2023 20:29:35.319,14 Dec 2023 20:38:41.571,546.252
267,14 Dec 2023 22:29:07.694,14 Dec 2023 22:39:58.554,650.860
268,15 Dec 2023 00:29:11.875,15 Dec 2023 00:41:13.735,721.860
269,15 Dec 2023 02:29:14.543,15 Dec 2023 02:42:38.034,803.492
270,15 Dec 2023 04:30:16.133,15 Dec 2023 04:42:49.488,753.355
271,15 Dec 2023 19:11:41.305,15 Dec 2023 19:19:45.929,484.624
272,15 Dec 2023 21:10:40.365,15 Dec 2023 21:21:28.335,647.969
273,15 Dec 2023 23:11:00.676,15 Dec 2023 23:22:15.398,674.722
274,16 Dec 2023 01:11:16.795,16 Dec 2023 01:23:19.248,722.453
275,16 Dec 2023 03:11:46.704,16 Dec 2023 03:23:57.952,731.248
276,16 Dec 2023 05:15:21.730,16 Dec 2023 05:21:18.945,357.215
277,16 Dec 2023 17:54:36.016,16 Dec 2023 17:59:39.531,303.516
278,16 Dec 2023 19:51:54.373,16 Dec 2023 20:03:05.160,670.787
279,16 Dec 2023 21:52:18.391,16 Dec 2023 22:03:42.399,684.008
280,16 Dec 2023 23:52:59.568,17 Dec 2023 00:04:17.481,677.913
281,17 Dec 2023 01:53:28.995,17 Dec 2023 02:04:56.268,687.273
282,17 Dec 2023 03:55:08.889,17 Dec 2023 04:04:03.689,534.800
283,17 Dec 2023 18:33:03.762,17 Dec 2023 18:44:28.350,684.587
284,17 Dec 2023 20:33:07.061,17 Dec 2023 20:45:25.890,738.830
285,17 Dec 2023 22:34:10.793,17 Dec 2023 22:45:38.920,688.128
286,18 Dec 2023 00:35:01.787,18 Dec 2023 00:46:00.597,658.810
287,18 Dec 2023 02:36:05.007,18 Dec 2023 02:45:45.540,580.532
288,18 Dec 2023 17:14:33.277,18 Dec 2023 17:25:07.528,634.251
289,18 Dec 2023 19:13:36.647,18 Dec 2023 19:27:10.532,813.886
290,18 Dec 2023 21:14:46.963,18 Dec 2023 21:27:20.359,753.396
291,18 Dec 2023 23:16:08.415,18 Dec 2023 23:27:20.855,672.441
292,19 Dec 2023 01:17:13.960,19 Dec 2023 01:27:12.766,598.806
293,19 Dec 2023 03:20:15.278,19 Dec 2023 03:24:38.163,262.884
294,19 Dec 2023 15:57:37.815,19 Dec 2023 16:03:41.174,363.359
295,19 Dec 2023 17:54:02.342,19 Dec 2023 18:08:37.977,875.635
296,19 Dec 2023 19:54:54.156,19 Dec 2023 20:09:10.556,856.401
297,19 Dec 2023 21:56:39.428,19 Dec 2023 22:08:59.013,739.585
298,19 Dec 2023 23:58:09.775,20 Dec 2023 00:08:42.959,633.184
299,20 Dec 2023 02:00:00.847,20 Dec 2023 02:07:27.245,446.398
300,20 Dec 2023 16:34:45.854,20 Dec 2023 16:49:24.399,878.545
301,20 Dec 2023 18:34:44.844,20 Dec 2023 18:50:55.126,970.281
302,20 Dec 2023 20:36:35.197,20 Dec 2023 20:50:48.637,853.440
303,20 Dec 2023 22:38:36.463,20 Dec 2023 22:50:23.151,706.688
304,21 Dec 2023 00:40:23.833,21 Dec 2023 00:49:31.413,547.580
305,21 Dec 2023 15:16:28.449,21 Dec 2023 15:28:44.491,736.042
306,21 Dec 2023 17:14:35.805,21 Dec 2023 17:32:18.179,1062.373
307,21 Dec 2023 19:16:04.542,21 Dec 2023 19:32:38.728,994.186
308,21 Dec 2023 21:18:27.441,21 Dec 2023 21:32:12.166,824.725
309,21 Dec 2023 23:20:37.392,21 Dec 2023 23:31:26.745,649.353
310,22 Dec 2023 01:23:27.564,22 Dec 2023 01:29:07.957,340.393
311,22 Dec 2023 15:54:48.685,22 Dec 2023 16:12:59.239,1090.554
312,22 Dec 2023 17:55:22.158,22 Dec 2023 18:14:16.984,1134.826
313,22 Dec 2023 19:57:45.470,22 Dec 2023 20:14:03.285,977.816
314,22 Dec 2023 22:00:23.665,22 Dec 2023 22:13:21.231,777.566
315,23 Dec 2023 00:02:52.843,23 Dec 2023 00:11:54.764,541.921
316,23 Dec 2023 14:35:57.216,23 Dec 2023 14:52:22.007,984.791
317,23 Dec 2023 16:34:46.811,23 Dec 2023 16:55:29.555,1242.744
318,23 Dec 2023 18:36:41.516,23 Dec 2023 18:55:47.421,1145.905
319,23 Dec 2023 20:39:36.667,23 Dec 2023 20:55:14.178,937.510
320,23 Dec 2023 22:42:23.535,23 Dec 2023 22:54:09.391,705.856
321,24 Dec 2023 00:46:10.933,24 Dec 2023 00:50:58.489,287.556
322,24 Dec 2023 13:19:52.209,24 Dec 2023 13:28:24.169,511.960
323,24 Dec 2023 15:14:40.543,24 Dec 2023 15:35:57.827,1277.284
324,24 Dec 2023 17:15:32.835,24 Dec 2023 17:37:14.302,1301.468
325,24 Dec 2023 19:18:20.669,24 Dec 2023 19:37:00.773,1120.104
326,24 Dec 2023 21:21:31.350,24 Dec 2023 21:36:10.645,879.295
327,24 Dec 2023 23:24:38.057,24 Dec 2023 23:34:21.662,583.605
328,25 Dec 2023 13:55:33.338,25 Dec 2023 14:15:09.174,1175.836
329,25 Dec 2023 15:54:39.961,25 Dec 2023 16:18:11.521,1411.560
330,25 Dec 2023 17:56:49.265,25 Dec 2023 18:18:34.049,1304.784
331,25 Dec 2023 20:00:09.567,25 Dec 2023 20:18:01.074,1071.506
332,25 Dec 2023 22:03:29.165,25 Dec 2023 22:16:46.201,797.036
333,26 Dec 2023 00:07:55.686,26 Dec 2023 00:13:09.679,313.993
334,26 Dec 2023 12:38:42.730,26 Dec 2023 12:51:32.723,769.993
335,26 Dec 2023 14:34:24.534,26 Dec 2023 14:58:21.482,1436.948
336,26 Dec 2023 16:35:22.206,26 Dec 2023 16:59:45.275,1463.069
337,26 Dec 2023 18:38:24.621,26 Dec 2023 18:59:38.082,1273.461
338,26 Dec 2023 20:42:01.639,26 Dec 2023 20:58:46.959,1005.319
339,26 Dec 2023 22:45:40.436,26 Dec 2023 22:56:46.904,666.469
340,27 Dec 2023 13:15:13.362,27 Dec 2023 13:37:13.166,1319.804
341,27 Dec 2023 15:14:20.674,27 Dec 2023 15:40:22.930,1562.256
342,27 Dec 2023 17:16:33.065,27 Dec 2023 17:40:56.305,1463.240
343,27 Dec 2023 19:20:09.501,27 Dec 2023 19:40:29.435,1219.934
344,27 Dec 2023 21:23:56.341,27 Dec 2023 21:39:12.095,915.754
345,27 Dec 2023 23:28:45.699,27 Dec 2023 23:35:32.973,407.274
346,28 Dec 2023 11:58:11.521,28 Dec 2023 12:13:25.544,914.023
347,28 Dec 2023 13:54:04.661,28 Dec 2023 14:20:09.972,1565.311
348,28 Dec 2023 15:54:56.222,28 Dec 2023 16:21:48.022,1611.800
349,28 Dec 2023 17:58:02.284,28 Dec 2023 18:21:52.574,1430.290
350,28 Dec 2023 20:01:57.523,28 Dec 2023 20:21:06.332,1148.809
351,28 Dec 2023 22:06:02.872,28 Dec 2023 22:19:03.968,781.095
